Name,RA_Simbad,DEC_Simbad
WX Hyi,02 09 50.8239743875,-63 18 39.830688329
BS Tri                                                           ,02 09 29.8097438682,+28 32 29.148038102
TT Ari,02 06 53.0797667881,+15 17 41.849759579
2MASS J02064454-0212167                                                                      ,02 06 44.5319795565,-02 12 17.047702136
BO Cet,02 06 39.2728779551,-02 03 42.590321045
AI Tri,02 03 48.6152251668,+29 59 25.898735063
ES Cet,02 00 52.2360462965,-09 24 31.645113651
Mrk 1014                                                                      ,01 59 50.2529351498,+00 23 40.874250335
2QZ J015940.6-281040                                                                      ,01 59 40.7654408455,-28 10 40.411945564
UZ Tri                                                   ,01 58 24.7         ,+33 31 30          
FL Cet                                                           ,01 55 43.4035546376,+00 28 07.157100597
Lan 159                                                   ,01 55 10.9         ,+69 42 41          
RX J0154.0-5947                                                            ,01 54 00.9316334950,-59 47 49.095341966
RX J0153.3+7446                                                            ,01 53 21.0107193369,+74 46 22.017412363
BG Ari                                                           ,01 51 51.8724366873,+14 00 47.172031083
FI Cet                                           ,01 51 18.59        ,-02 23 00.1        
Ton S 231                                                                      ,01 48 08.1626197630,-25 32 43.358786733
[VV2006] J014648.4+315224                                                                      ,01 46 48.4258497008,+31 52 24.580227290
AR And,01 45 03.2725931249,+37 56 33.240837624
FZ Cet                                        ,01 42 25.2         ,-22 15 57          
HS 0139+0559                                                            ,01 41 39.9218208682,+06 14 37.495344987
BL Hyi,01 41 00.3995669445,-67 53 27.469105974
NSV 15358                                                                      ,01 39 52.2343210529,+29 21 19.550750716
TU Tri,01 39 15.3268890108,+31 24 19.237528339
TX Tri                                                                      ,01 37 37.2170421657,+30 02 48.656382311
KT Per,01 37 08.7947323898,+50 57 20.396805365
GZ Cet                                                           ,01 37 01.0695814391,-09 12 34.719192930
AY Psc,01 36 55.4597220842,+07 16 29.273237337
TW Tri,01 36 37.0049069661,+32 00 40.026528716
CV Hyi,01 32 43.38        ,-65 54 37.3        
TT Tri,01 31 59.8601931735,+29 49 22.059569425
GY Cet                                                           ,01 31 32.3909328899,-09 01 22.324528691
RX J0131.4+3602                                                                      ,01 31 26.0592666589,+36 02 39.799586714
KU Cas                                                                      ,01 31 02.3988183517,+57 54 13.225909745
V744 And                                                            ,01 29 40.0646985004,+38 42 10.442374016
EQ Cet,01 28 52.5444761914,-23 39 43.961138249
FBS 0125+386                                                                      ,01 28 28.9868110734,+38 54 36.634282094
AS Psc                                                      ,01 28 08.37        ,+31 14 57.3        
2MASS J01275053+3808120                                                                      ,01 27 50.5826651478,+38 08 11.919466337
TY Psc,01 25 39.3571482315,+32 23 08.895318080
UY Phe                                                                      ,01 23 11.0270314806,-42 18 33.441412283
RX J0122.9-7521                                                                      ,01 22 53.4131820888,-75 21 14.724330380
AH Psc                                                   ,01 21 32.6         ,+09 40 59          
[DWS97] Cas 3                                                   ,01 18 25.6         ,+63 42 08          
NSV 15271                                                   ,01 17 37.5         ,+05 10 40          
WX Cet,01 17 04.17        ,-17 56 23.0        
BE Tuc                                                      ,01 16 58.20        ,-73 43 10.6        
FO And,01 15 32.1564359017,+37 37 35.560818765
NSV   447                                                ,01 14 44           ,+35 37.1           
V418 Cas                                                                      ,01 12 59.7990484421,+62 10 46.933463007
FN And                                                                      ,01 11 57.5980104301,+35 17 24.316586462
HT Cas,01 10 13.1213309510,+60 04 35.489284826
XY Psc                                                      ,01 10 11.23        ,+03 32 35.1        
2MASS J01095921+2801244                                                                      ,01 09 59.2129312700,+28 01 24.340797513
2QZ J010946.1-274524                                                      ,01 09 46.19        ,-27 45 24.4        
2MASS J01093484-0800329                                                                      ,01 09 34.8431018238,-08 00 33.090805021
IZ And                                                                      ,01 07 03.8759699079,+42 43 12.141666447
V723 Cas,01 05 05.3607495884,+54 00 40.237067501
RW UMi,01 04 35.5373041151,+41 17 57.783687786
IW And,01 01 08.9069821068,+43 23 25.791261612
 Scl2,00 59 28.43,-26 30 54.8
[TWM2009] EROS2-SMC-RCB-3                                                      ,00 57 18.15        ,-72 42 35.2        
PG 0051+169                                                                      ,00 53 40.1041345623,+17 09 43.799246927
V452 Cas,00 52 18.0062985216,+53 51 50.149290370
PG 0048+091                                                                      ,00 51 26.9372218576,+09 21 32.879378295
GS Cet                                                           ,00 50 50.8726917028,+00 09 12.501229661
NSV   313                                                   ,00 50 01.0         ,+43 33 56          
NSV   312                                                   ,00 49 56.0         ,+43 37 45          
GX Cas,00 49 01.5032436110,+56 52 43.582373008
2MASX J00481899+3941118                                                                      ,00 48 18.9833315944,+39 41 11.720719092
BD+08   102                                                                      ,00 44 01.3263840168,+09 32 58.179997441
2SLAQ J004335.13-003729.7                                                            ,00 43 35.1341063056,-00 37 29.852591323
2XMMi J004319.9+411346                          ,00 43 20.00        ,+41 13 46.0        
RX J0043.1+4112                                                        ,00 43 08.687       ,+41 12 48.30       
V501 And                                                   ,00 43 06.4         ,+41 30 13          
PNV J00425773+4108123                                                      ,00 42 57.73        ,+41 08 12.3        
RAW  179                                                                      ,00 42 57.5910106769,-73 22 53.137422635
LL And,00 41 51.47        ,+26 37 20.9        
EM31 V0665                                                      ,00 41 41.00        ,+41 03 36.7        
2MASS J00412375+4114596                                                                      ,00 41 23.7513010648,+41 14 59.628286188
HV And,00 40 55.34        ,+43 24 59.3        
PR Her,00 40 24.28        ,+41 04 03.5        
2XMM J003941.0+005427                                                            ,00 39 41.0682701952,+00 54 27.693835520
KP Cas,00 38 54.7954770131,+61 13 00.016198123
NOVA And 1972                                                   ,00 38 47.6         ,+41 04 37          
SSON 10754                                                   ,00 37 50.3         ,+41 21 12          
LT And                                                      ,00 35 24.27        ,+39 46 16.9        
NOVA Psc 1907                                                ,00 34 48           ,+10 18.0           
2QZ J003401.7-280819                                                                      ,00 34 01.7271270681,-28 08 19.007197652
NOVA Tuc 1927                                                   ,00 34 01.0         ,-73 16 16          
2QZ J003343.5-281243                                                                      ,00 33 43.6107759418,-28 12 44.349592265
2FGL J0033.5-1921                                                                      ,00 33 34.3798818431,-19 21 33.135188391
2MASS J00325771-7420053,00 32 57.719,-74 20 05.39
NSV 15112                                                   ,00 32 23.1         ,+25 48 21          
