GCVS-Name,RA(2000),Dec(2000),PM-RA,PM-RAerr,PM-Dec,PM-Decerr,Epoch,l,b,Type,Period,Outburst,Cluster,Mag. Range,Coord-Ref.,PM-Ref,Type-Ref.,Chart-Ref.,Spect-Ref.,Period-Ref.,Other-Name,IUE,HST,ARIEL5,HEAO1,HEAO2,EXOSAT,ROSAT,GINGA,ASCA,EUVE,
V442 Oph,17:32:15.14,-16:15:21.6,-0.0036,5,0.0122,5,2000,9,9,vy,0.12433,,,12.6v-15.5v,2004-106,2004-106,1995-41,1983-12,1983-07S,2002-110,SVS 337,Y,,,,,Y,,,,,
V972 Oph,17:34:44.48,-28:10:35.5,,,,,,359,2,nb,,1957.,,8.0p-17.5B,ICRS,,1987-08,1987-08,1996-01S,,,,,,,,,,,,,
FV Ara,17:35:10.06,-63:02:50.7,,,,,,329,-15,ug,,,,12p-<18p,ICRS,,1982-03,1982-03,,,HV 6770,,,,,,,,,,,
V2313 Oph,17:35:44.61,-19:19:34.1,,,,,,7,7,na,,1994.42,,7.5V-<12.5V,1994-45,,1994-09,A9999-99*,1994-09X:,,,,,,,,,,,,,
Ara,17:37:00.76,-54:25:50.7,,,,,,,,non-cv,,,,- ,,,1995-16*,,,,NSV 9208,,,,,,,,,,,
V2540 Oph,17:37:34.41,-16:23:17.9,,,,,,10,8,nb,0.284781,2002.05,,8.5p-<21p,2002-65,,2002-20,2002-74*,,2005-125,,,,,,,,,,,,
Oph,17:37:38.19,-03:14:41.8,,,,,,21,15,n,,1938.,G,15.6p-21v,1991-17,,1986-16,1986-16,1990-06S,,M14 Nova 1938,,Y,,,,,,,,,
BF Ara,17:38:21.32,-47:10:41.1,,,,,,344,-8,ugsu,,,,13.6p-<16.0p,ICRS,,2002-68,1982-03,,*,HV 6576,,,,,,,,,,,
V2574 Oph,17:38:45.51,-23:28:18.6,,,,,,4,4,n,,2004.28,,10.3V-,2004-18,,2004-19,A9999-99*,2004-19X:,,,,,,,,,,,,,
V794 Oph,17:38:49.23,-22:50:48.9,,,,,,4,4,nb,,1939.45,,11.7p-18p,ICRS,,1987-08,1987-08*,1943-02X*,,,,,,,,,,,,,
V728 Sco,17:39:12.3,-45:28:45.,,,,,,345,-8,n::,,1862.76,,5.0v-20j,C00003,,1987-08,1987-08:*,,,N Ara 1862,,,,,,,,,,,
Her,17:39:29.,+21:11: ,,,,,,45,25,N:,,1919.47,,13p- ,1923-02,,T00001,A9999-99*,,,NSV 9445,,,,,,,,,,,
V733 Sco,17:39:42.98,-35:52:38.4,,,,,,353,-3,n or m,,1937.,,13.5p-21j,ICRS,,1987-08,1987-08:*,,,,,,,,,,,,,,
RT Ser,17:39:51.93,-11:56:38.8,,,,,,,,non-cv,,1909.,,- ,,,1987-08*,,,,He 3-1452,,,,,,,,,,,
Ara,17:40:34.21,-53:41:15.8,,,,,,338,-12,cv,,,Y,23.9B-,2001-110,,2006-24,,,,NGC 6397-U31,,,,,,,,,,,
Ara,17:40:38.86,-53:39:51.5,,,,,,,,non-cv,,,,-,,,2006-24*,,,,NGC 6397-U28,,,,,,,,,,,
Ara,17:40:40.93,-53:40:25.2,,,,,,338,-12,cv:,,,G,- ,1995-22,,1995-22,,,,NGC 6397-COOL7,,,,,,,,,,,
Ara,17:40:41.43,-53:40:17.5,,,,,,338,-12,cv:,0.471199,,G,17.5V-18.3V,1995-22,,1995-11,1995-22,1995-11S,2006-15,NGC 6397-CV1,,Y,,,,,,,,,
Ara,17:40:41.67,-53:40:19.5,,,,,,338,-12,ug/dq:,,,G,20.8V- ,1998-24,,1998-24,1998-24,1999-11S,,NGC 6397-CV4,,Y,,,,,,,,,
Ara,17:40:41.88,-53:40:26.3,,,,,,338,-12,cv:,,,G,21.1f- ,1995-22,,1995-22,1994-30,,,NGC 6397-DP1,,Y,,,,,,,,,
Ara,17:40:42.15,-53:40:26.7,,,,,,338,-12,ug/dq:,,,G,19.5V- ,1995-22,,2005-68,1995-22,1995-11S,,NGC 6397-DP3,,Y,,,,,,,,,
Ara,17:40:42.21,-53:40:28.7,,,,,,338,-12,ug/cv:,,,G,16.2V-22.0V,1995-22,,1995-22,1994-30,,,NGC 6397-DP2,,Y,,,,,,,,,
Ara,17:40:42.24,-53:40:30.9,,,,,,338,-12,cv:,,,G,- ,1995-22,,1995-22,,,,NGC 6397-COOL4,,,,,,,,,,,
Ara,17:40:42.48,-53:40:17.4,,,,,,338,-12,ug/dq:,,,G,18.3V-22.5V,1995-22,,2005-68,1995-22,1995-11S,,NGC 6397-CV3,,Y,,,,,,,,,
Ara,17:40:42.56,-53:40:25.7,,,,,,338,-12,cv:,,,G,21.1f- ,1995-22,,1995-22,1994-30,,,NGC 6397-DP4,,Y,,,,,,,,,
Ara,17:40:42.98,-53:40:12.6,,,,,,338,-12,cv:,,,G,- ,1995-22,,1995-22,,,,NGC 6397-COOL5,,,,,,,,,,,
Ara,17:40:44.05,-53:40:39.6,,,,,,338,-12,cv,,,G,-,2001-110,,2001-110*,,,,NGC 6397-U13,,,,,,,,,,,
Ara,17:40:45.74,-53:40:42.0,,,,,,338,-12,cv,,,G,-,2001-110,,2001-110*,,,,NGC 6397-U11,,,,,,,,,,,
Ara,17:40:47.82,-53:41:27.7,,,,,,338,-12,cv,,,Y,23.6B-,2001-110,,2006-24,,,,NGC 6397-U60,,,,,,,,,,,
Ara,17:40:48.95,-53:39:48.9,,,,,,338,-12,cv,0.235196,,G,19.4V-19.8V,2001-110,,2001-110*,2003-01,,2006-15,NGC 6397-U10,,,,,,,,,,,
V810 Oph,17:40:49.44,+07:02:34.7,,,,,,,,non-cv,,,,- ,,,T00000*,,,,HV 11017,,,,,,,,,,,
Ara,17:40:52.81,-53:41:21.9,,,,,,338,-12,cv,,,Y,23.4B-,2001-110,,2006-24,,,,NGC 6397-U7,,,,,,,,,,,
AE Ara,17:41:04.91,-47:03:27.3,,,,,,,,non-cv,,,,- ,,,T00000*,,,,HV 5491,,,,,,,,,,,
V1012 Oph,17:41:34.38,-23:23:33.1,,,,,,4,4,n,,1961.,,13.8p-22j,C00002,,1987-08,1987-08:*,1987-08X:,,SVS 1308,,,,,,,,,,,
V660 Her,17:42:09.17,+23:48:29.9,8,2,-8,1,2000,48,25,UG,0.07826,,,14.3V-18.7V,2003-115,2003-115,T00000,1975-06*,1999-08S,2003-05,SVS 2120,,,,,,,,,,,
V2024 Oph,17:42:21.,-24:59: ,,,,,,3,3,n,,1967.,,11.0v-<18 ,C00003,,1987-08,1987-08:*,,,,,,,,,,,,,,
V721 Sco,17:42:29.09,-34:40:41.5,-0.0106,0.0047,0.0062,0.0048,2000,355,-2,n,,1950.,,10.1p-<18.0j,2004-105,2004-105,1987-08,1987-08*,1951-02X:,,He 3-1458,,,,,,,,,,,
V553 Oph,17:42:53.50,-24:51:26.2,,,,,,3,3,na,,1940.51,,12.5p-22j,C00003,,1987-08,1987-08:*,1941-01X:,,,,,,,,,,,,,
V2290 Oph,17:43:05.5,-20:06:55.,,,,,,7,5,na,,1991.28,,9.3v-<19j,1991-20,,1991-20,A9999-99*,,,,,,,,,,,,,,
V2110 Oph,17:43:33.38,-22:45:35.3,0.01,4,26,5,2000,5,4,nb/z an,,1950.,,12.0p-20j,2003-115,2003-115,1987-08*,1987-08,1984-01S,,AS 239,,,,,,,,,,,
V916 Sco,17:43:54.61,-36:03:27.0,,,,,,,,non-cv,,1967.,,- ,,,1987-08*,,,,,,,,,,,,,,,
KP Sco,17:44:16.47,-35:43:23.6,,,,,,354,-3,na:,,1928.47,,9.4p-21j,C00002,,1987-08,1987-08:*,,,HV 4716,,,,,,,,,,,
V1188 Sco,17:44:21.59,-34:16:35.7,,,,,,355,-3,n,,2005.56,,8.9v-,2005-74,,2005-75,A9999-99*,2005-75X:,,Nova Sco 2005,,,,,,,,,,,
V734 Sco,17:45:02.37,-35:38:07.0,,,,,,354,-3,n or m,,1937.,,14.7p-20j,ICRS,,1987-08*,1987-08:*,,,IRAS 17416-3537,,,,,,,,,,,
Sgr,17:45:08.6,-25:44:01.0,,,,,,3,2,n:,,,,16.9r-,1994-72,,2002-86*,1994-72,,,K5-15,,,,,,,,,,,
Sgr,17:45:32.7,-29:05:52.,,,,,,0,0,am,0.062611,,,-,2003-83,,2003-83*,2003-83*,,2003-83,CXOGC J174532-290552,,,,,,,,,,,
V719 Sco,17:45:43.80,-34:00:54.2,-54,11,42,7,2000,356,-3,na,,1950.55,,9.8p-20.5j,2003-115,2003-115,1987-08,1987-08*,1951-02X:,,He 3-1473,,,,,,,,,,,
Sgr,17:46:37.38,-22:45:08.6,,,,,,5,3,ug,,,,18.7I-20.2I,2003-09,,2003-09,2003-09,,,Bul_sc14_3708,,,,,,,,,,,
Sco,17:46:47.20,-36:39:51.4,,,,,,354,-4,ug:,,,,-,2003-09,,2003-09,,,,Bul_sc28_1459,,,,,,,,,,,
Sco,17:47:16.32,-35:01:38.8,,,,,,355,-3,ug,,,,18.0I-19.3I,2003-09,,2003-09,2003-09,,,Bul_sc26_2089,,,,,,,,,,,
V4744 Sgr,17:47:21.63,-23:28:21.4,,,,,,5,3,na,,2002.82,,9.7R-<20.R,2002-88,,2002-88,A9999-99*,2002-89X:,,N Sgr 2002 No. 4,,,,,,,,,,,
Sgr,17:47:32.94,-23:27:23.9,,,,,,5,2,ugsu:,,,,16.5I-21.3I,2003-09,,2003-09,,,,Bul_sc14_587,,,,,,,,,,,
Sco,17:47:38.,-33:11:55.,,,,,,357,-3,n,,1952.,,11p-21j,1987-08,,1987-08,1987-08:*,,,NSV 9663,,,,,,,,,,,
Sco,17:47:54.19,-35:24:36.6,,,,,,355,-4,ug:,,,,-,2003-09,,2003-09,,,,Bul_sc27_759,,,,,,,,,,,
Sgr,17:48:03.54,-24:46:49.2,,,,,,4,2,cv,,,G,-,2003-52,,2003-52*,,,,Terzan 5 - W10,,,,,,,,,,,
Sgr,17:48:04.06,-24:46:40.5,,,,,,4,2,cv,,,G,-,2003-52,,2003-52*,,,,Terzan 5 - W9,,,,,,,,,,,
Sgr,17:48:04.21,-24:46:41.7,,,,,,4,2,cv,,,G,-,2003-52,,2003-52*,,,,Terzan 5 - W7,,,,,,,,,,,
Sgr,17:48:04.37,-24:47:03.7,,,,,,4,2,cv,,,G,-,2003-52,,2003-52*,,,,Terzan 5 - W6,,,,,,,,,,,
Sgr,17:48:04.40,-24:46:38.1,,,,,,4,2,cv,,,G,-,2003-52,,2003-52*,,,,Terzan 5 - W5,,,,,,,,,,,
Her,17:48:05.83,+34:04:01.5,28,6,4,16,2000,59,27,cv:,,,,16.2c-<20.0c,2003-115*,2003-115,1999-90,1999-90,,,,,,,,,,,,,,
Sco,17:48:25.57,-36:47:49.1,,,,,,354,-5,ug,,,,18.5I-20.2I,2003-09,,2003-09,2003-09,,,Bul_sc29_1956,,,,,,,,,,,
V707 Sco,17:48:26.38,-36:37:54.9,,,,,,354,-4,na,,1922.54,,9.9p-20j,C00002,,1987-08,1987-08:*,1987-08X:,,HV 3618,,,,,,,,,,,
V722 Sco,17:48:37.,-34:57:50.,,,,,,355,-4,na,,1952.17,,9.4v-<13v,C00003,,1987-08,1987-08:*,,,,,,,,,,,,,,
Sco,17:48:38.54,-37:20:49.8,,,,,,353,-5,ug:,,,,-,2003-09,,2003-09,,,,Bul_sc29_606,,,,,,,,,,,
V3888 Sgr,17:48:40.55,-18:45:36.8,,,,,,9,5,n,,1974.76,,9.0v-21.0V,ICRS,,1987-08,2000-15,1976-03X:,,,,,,,,,,,,,
Sgr,17:48:51.87,-20:21:33.9,,,,,,8,4,cv:,,,G,-,2002-71,,2002-71*,,,,NGC 6440-CX13,,,,,,,,,,,
Sgr,17:48:51.99,-20:21:46.6,,,,,,8,4,cv:,,,G,-,2002-71,,2002-71*,,,,NGC 6440-CX8,,,,,,,,,,,
Sgr,17:48:52.08,-20:21:23.6,,,,,,8,4,cv:,,,G,-,2002-71,,2002-71*,,,,NGC 6440-CX23,,,,,,,,,,,
Sgr,17:48:52.31,-20:21:34.3,,,,,,8,4,cv:,,,G,-,2002-71,,2002-71*,,,,NGC 6440-CX15,,,,,,,,,,,
Sgr,17:48:52.43,-20:21:38.5,,,,,,8,4,cv:,,,G,-,2002-71,,2002-71*,,,,NGC 6440-CX24,,,,,,,,,,,
Sgr,17:48:52.54,-20:21:34.7,,,,,,8,4,cv:,,,G,-,2002-71,,2002-71*,,,,NGC 6440-CX14,,,,,,,,,,,
Sgr,17:48:52.58,-20:21:32.6,,,,,,8,4,cv:,,,G,-,2002-71,,2002-71*,,,,NGC 6440-CX18,,,,,,,,,,,
Sgr,17:48:52.68,-20:21:36.7,,,,,,8,4,cv:,,,G,-,2002-71,,2002-71*,,,,NGC 6440-CX17,,,,,,,,,,,
Sgr,17:48:52.71,-20:21:38.2,,,,,,8,4,cv:,,,G,-,2002-71,,2002-71*,,,,NGC 6440-CX19,,,,,,,,,,,
Sgr,17:48:52.73,-20:21:41.6,,,,,,8,4,cv:,,,G,-,2002-71,,2002-71*,,,,NGC 6440-CX16,,,,,,,,,,,
Sgr,17:48:52.85,-20:21:33.6,,,,,,8,4,cv/lmxb,,,G,-,2002-71,,2002-71*,,,,NGC 6440-CX6,,,,,,,,,,,
Sgr,17:48:52.87,-20:21:31.3,,,,,,8,4,cv:,,,G,-,2002-71,,2002-71*,,,,NGC 6440-CX10,,,,,,,,,,,
Sgr,17:48:52.89,-20:21:35.5,,,,,,8,4,cv:,,,G,-,2002-71,,2002-71*,,,,NGC 6440-CX11,,,,,,,,,,,
Sgr,17:48:52.90,-20:21:49.9,,,,,,8,4,cv:,,,G,-,2002-71,,2002-71*,,,,NGC 6440-CX20,,,,,,,,,,,
Sgr,17:48:52.94,-20:21:39.6,,,,,,8,4,cv:,,,G,-,2002-71,,2002-71*,,,,NGC 6440-CX9,,,,,,,,,,,
Sgr,17:48:53.12,-20:21:27.0,,,,,,8,4,cv:,,,G,-,2002-71,,2002-71*,,,,NGC 6440-CX12,,,,,,,,,,,
Sgr,17:48:53.21,-20:21:33.4,,,,,,8,4,cv:,,,G,-,2002-71,,2002-71*,,,,NGC 6440-CX21,,,,,,,,,,,
Sgr,17:48:53.23,-20:21:44.0,,,,,,8,4,cv:,,,G,-,2002-71,,2002-71*,,,,NGC 6440-CX22,,,,,,,,,,,
Sgr,17:48:53.32,-20:21:41.7,,,,,,8,4,cv/lmxb,,,G,-,2002-71,,2002-71*,,,,NGC 6440-CX4,,,,,,,,,,,
V1274 Sgr,17:48:55.,-17:52:,,,,,,10,5,n/sn:,,1954.66,,9.5p-<13.0p,C00003,,1987-08,1987-08:*,1987-08X:,,SN s1954a,,,,,,,,,,,
V378 Ser,17:49:24.57,-12:59:59.2,,,,,,14,7,n,,2005.23,,11.8V-<19.5p,2005-37,,2005-38,A9999-99*,2005-38X:,,,,,,,,,,,,,
V3964 Sgr,17:49:42.55,-17:23:35.4,,,,,,10,-5,na,,1975.,,9.4p-<17p,ICRS,,1987-08,1987-08,,,,,,,,,,,,,,
V825 Sco,17:49:53.65,-33:32:13.7,,,,,,357,-3,n,,1964.,,12p-19.0j,C00002,,1987-08,1987-08,1965-01X:,,,,,,,,,,,,,
V723 Sco,17:50:05.2,-35:23:57.8,,,,,,355,-4,na/nra:,,1952.61,,9.8p-19j,C00003,,1987-08/1992-25,1987-08*,,,,,,,,,,,,,,
RS Oph,17:50:13.16,-06:42:28.5,-0.0035,0.0012,-0.0013,0.0012,2000,20,10,nra,455.72,1967.,,4.3v-12.5v,2004-105,2004-105,1987-22,1987-08,1983-12S,2000-103,BD -6 4661,Y,Y,,,,Y,Y,,Y,,
V380 Oph,17:50:13.64,+06:05:29.3,0.0051,5,-0.0037,5,2000,31,16,nl,0.16,,,14.5v-<16.1v,2004-106,2004-106,1984-15,1986-13,1999-08S,1985-19,159.1929,Y,Y,,,,,,,,,
V759 Sgr,17:50:19.69,-27:25:02.4,-0.0418,0.0107,-37,0.0107,1999377,2,0,ux/ug,,,,13.6p-16.0p,2000-108,2000-108,1989-16*,1940-01,,,HV 10285,,,,,,,,,,,
V1172 Sgr,17:50:23.55,-20:40:30.3,,,,,,8,3,n,,1951.18,,9.0p-18j,C00002*,,1987-08,1987-08:,,,,,,,,,,,,,,
Sgr,17:50:36.09,-30:01:46.6,,,,,,0,-2,na,,1997.2,,>14.5I-18.4I,2003-09,,2003-09*,2003-09,2006-16S,,Bul_sc5_2859,,,,,,,,,,,
Sco,17:50:36.66,-32:55:25.8,,,,,,357,-3,ug:,,,,-,2003-09,,2003-09,,,,Bul_sc40_3491,,,,,,,,,,,
Sco,17:50:59.96,-33:33:37.5,,,,,,357,-3,ug,,,,18.3I-20.1I,2003-09,,2003-09,2003-09,,,Bul_sc40_677,,,,,,,,,,,
Her6,17:51:00.05,+45:00:41.5,,,,,,,,non-cv,,,,- ,,,1998-34*,,,,NSV 9787,,,,,,,,,,,
V697 Sco,17:51:21.83,-37:24:55.2,,,,,,353,-5,na/dq,187,1941.,,10.2p-20.c,C00002,,2002-81,1987-08,1987-08X:,2002-81,,,,,,,,,,,,
V977 Sco,17:51:50.35,-32:32:00.1,,,,,,358,-3,n,,1989.63,,9.4r-21j,ICRS,,1991-10,1990-15*,1991-10X,,,Y,Y,,,,,,,,,
LW Ser,17:51:50.89,-14:43:50.6,,,,,,13,6,na,,1978.18,,8.3v-20.6B,C00002,,1987-08,1987-08,1987-07X,,,Y,,,,,,,,,,
V382 Sco,17:51:56.13,-35:25:05.4,,,,,,355,-4,n:,,1901.67,,9.5p-22j,C00002,,1987-08,1987-08*,,,HV 7006,,,,,,,,,,,
V720 Sco,17:51:58.,-35:23:22.,,,,,,355,-4,n,,1950.60,,7.5p-21 ,C00003,,1987-08,1987-08:*,1951-03X:,,He 3-1503,,,,,,,,,,,
Sco,17:51:59.68,-32:49:09.1,,,,,,357,-3,ug:,,,,-,2003-09,,2003-09,,,,Bul_sc41_3228,,,,,,,,,,,
KW Sgr,17:52:00.80,-28:01:21.0,,,,,,,,non-cv,,,,- ,,,T00000*,,,,HDE 316496,,,,,,,,,,,
Sco,17:52:27.08,-32:59:09.9,,,,,,357,-3,ug:,,,,-,2003-09,,2003-09,,,,Bul_sc41_2587,,,,,,,,,,,
V4334 Sgr,17:52:32.69,-17:41:07.7,,,,,,,,non-cv,,,,- ,,,1996-25*,,,,Sakurai's var.,,,,,,,,,,,
V982 Oph,17:52:38.49,+07:33:04.4,,,,,,33,16,ug,,,,15.3p-<17.2p,2002-67,,2002-67,2002-67,,,S 4187,,,,,,,,,,,
V696 Sco,17:53:11.51,-35:50:15.4,,,,,,355,-5,na,,1944.37,,7.5p-19.5j,C00002,,1987-08,1987-08,,,,,,,,,,,,,,
V2415 Sgr,17:53:12.,-29:34:25.,,,,,,0,-2,n,,1951.,,13p-<18p,C00003,,1987-08,1987-08:*,1987-08X:,,,,,,,,,,,,,
V744 Sco,17:53:18.08,-31:13:35.1,,,,,,359,-3,n:,,1935.12,,13.3p-21p,C00003,,1987-08,1987-08:*,,,,,,,,,,,,,,
Sco,17:53:40.,-30:45:32.,,,,,,359,-2,n,,1954.,,13.8p- ,C00003,,1987-08,1987-08:*,,,NSV 9808,,,,,,,,,,,
Sgr,17:53:40.45,-29:33:44.1,,,,,,0,-2,ug,,,,18.0I-19.8I,2003-09,,2003-09,2003-09,,,Bul_sc3_7898,,,,,,,,,,,
V4092 Sgr,17:53:41.99,-29:02:08.4,,,,,,1,-2,n:,,1984.74,,10.5v- ,C00002,,1987-08,1987-08,1984-09X:,,,,,,,,,,,,,
Sgr,17:53:47.73,-29:44:37.9,,,,,,0,-2,ugsu:,,,,17.6I-20.3I,2003-09,,2003-09,2003-09,,,Bul_sc3_6033,,,,,,,,,,,
V711 Sco,17:54:06.,-34:21:16.,,,,,,356,-4,n:,,1906.50,,9.7p-19j,C00003,,1987-08,1987-08*,,,HV 3061,,,,,,,,,,,
Sco,17:54:11.,-30:48:51.,,,,,,,,non-ex,,1990.,,- ,,,1990-22*,,,,NSV 24027,,,,,,,,,,,
V1141 Sco,17:54:11.2,-30:02:52.,,,,,,0,-2,n,,1997.43,,8.5V-17.6V,ICRS,,1997-20,2000-15,1997-04X:,,,,,,,,,,,,,
V4643 Sgr,17:54:40.46,-26:14:15.2,,,,,,3,0,na,,2001.15,,8.1V-16.V,2001-13,,T00000,A9999-99*,2001-13X:,,,,,,,,,,,,,
Sgr,17:54:43.,-28:41:41.,,,,,,1,-2,n,,1963.,,13 - ,C00003,,1987-08,1987-08*,1963-01X:,,NSV 9828,,,,,,,,,,,
Sgr,17:55:05.98,-29:20:32.7,-0.00295,0.00355,-0.00553,0.00332,2000,1,-2,cv:,,,,20.1V-,2005-102,2004-107,2005-102,2005-102*,,,m403.47614.3183,,,,,,,,,,,
V4642 Sgr,17:55:09.84,-19:46:01.0,,,,,,9,3,na,,2000.10,,10.4V-<19.V,2000-23,,T00000,2000-59,2000-04X:,,,,,,,,,,,,,
V745 Sco,17:55:22.25,-33:14:59.5,,,,,,357,-4,nra,,1937.36,,11.2p-21j,ICRS,,1991-10*,1987-08*,1990-13X,,,Y,Y,,,,,,,,,
V1142 Sco,17:55:24.99,-31:01:41.5,,,,,,359,-3,na,,1998.81,,6.9V-<20.V,1998-27,,1998-40,2000-59*,1998-15X:,,,,,,,,,,,,,
MU Ser,17:55:52.78,-14:01:17.1,,,,,,14,6,na,,1983.15,,7.7v-<21p,C00002,,1987-08,1987-08:*,1985-03X,,,Y,,,,,,,,,,
V732 Sgr,17:56:07.49,-27:22:17.9,-0.01,4,-22,4,2000,3,-1,na,,1936.,,6.5p-<16.0p,2003-115,2003-115,1987-08,1987-08:*,1937-01X:,,HDE 316633,,,,,,,,,,,
Sco,17:56:21.61,-31:05:41.8,,,,,,359,-3,ug:,,,,-,2003-09,,2003-09,,,,Bul_sc22_880,,,,,,,,,,,
V960 Sco,17:56:34.14,-31:49:36.3,,,,,,359,-4,n,,1985.73,,10.5v-20j,C00002,,1987-08,1987-08,1986-11X,,,,Y,,,,,,,,,
Sco,17:56:45.15,-30:43:03.2,,,,,,0,-3,ug:,,,,-,2003-09,,2003-09,,,,Bul_sc22_3429,,,,,,,,,,,
V1178 Sco,17:57:06.92,-32:23:05.0,,,,,,358,-4,na,,2001.36,,10.2p-<17.5r,2001-68,,2001-30,2001-68*,2001-68X,,HadV92,,,,,,,,,,,
Sgr,17:57:08.68,-35:15:38.4,,,,,,,,non-cv,,,,- ,,,C00005*,,,,NSV 24048,,,,,,,,,,,
V990 Sgr,17:57:19.,-28:19:07.,,,,,,2,-2,na:,,1936.70,,11.1p-<14.7p,C00003,,1987-08,1987-08:,,,,,,,,,,,,,,
Sco,17:57:52.03,-31:05:10.2,,,,,,0,-3,ugsu,,,,16.2I-19.7I,2003-09,,2003-09,2003-09,,,Bul_sc23_2872,,,,,,,,,,,
V3889 Sgr,17:58:21.32,-28:21:52.7,,,,,,2,-2,na:,,1975.53,,8.4v-21j,C00002,,1987-08,1987-08*,,,,,,,,,,,,,,
Sgr,17:58:32.45,-27:52:44.4,,,,,,2,-2,ug,,,,16.0V-19.7V,2004-48,,2004-48,A9999-99,,,m401.48296.2600,,,,,,,,,,,
Sgr,17:58:53.58,-29:18:59.7,,,,,,1,-3,ug,,,,19.1I-20.7I,2003-09,,2003-09,2003-09,,,Bul_sc20_135,,,,,,,,,,,
V2435 Sgr,17:58:54.98,-29:00:37.8,,,,,,,,non-cv,,,,-,,,2001-04*,,,,,,,,,,,,,,,
V1275 Sgr,17:59:06.31,-36:18:40.6,,,,,,355,-6,na,,1954.51,,7.0p-18j,ICRS,,1987-08,1987-08:,1955-01X:,,N Sco 1954,,,,,,,,,,,
Sgr,17:59:16.52,-42:35:07.0,,,,,,350,-9,ugsu,,,,14.2p-<15.5p,ICRS,,2003-49,2003-50*,,*,NSV 9923,,,,,,,Y,,,,
V4338 Sgr,17:59:18.17,-29:09:52.9,,,,,,1,-3,ug:,,1990.,,8.0v-<14v,1990-24*,,1990-07,A9999-99*,1990-07X:,,,,,,,,,,,,,
V2446 Sgr,17:59:23.31,-29:02:16.7,,,,,,,,non-cv,,,,- ,,,1987-08*,,,,,,,,,,,,,,,
V4683 Sgr,17:59:39.61,-25:13:30.3,,,,,,,,non-cv,,1994,,- ,,,1994-27*,,,,NSV 24062,,,,,,,,,,,
V4135 Sgr,17:59:45.08,-32:16:20.8,,,,,,359,-4,n,,1987.38,,10.0v-21.5j,1987-11,,1987-11,1987-11*,1987-17X:,,,,Y,,,,,,,,,
V2468 Sgr,17:59:48.54,-29:01:03.7,0.00396,0.00315,-0.0015,0.00372,1997.06,2,-3,UG:,,,,17.4p-18.2p,ICRS,2004-107,T00000*,1968-09,,,,,,,,,,,,,,
V735 Sgr,17:59:51.82,-29:33:55.9,,,,,,1,-3,ugz,,,,13.5p-16.5p,ICRS,,1982-03,2002-90,,,HV 9175,,,,,,,,,,,
V4741 Sgr,17:59:59.63,-30:53:20.5,,,,,,0,-4,na,,2002.29,,9.2V-<18.V,2002-32,,2002-32,A9999-99*,2002-34X:,,N Sgr 2002 No. 1,,,,,,,,,,,
Sgr,18:00:01.22,-29:50:38.5,,,,,,1,-3,ug,,,,18.7V-20.7V,2004-48,,2004-48,A9999-99,,,m118.18664.5336,,,,,,,,,,,
Sgr,18:00:01.25,-29:02:06.4,,,,,,2,-3,cv:,,,,19.9V-,2005-102,,2005-102,2005-102*,,,m113.18676.5195,,,,,,,,,,,
V787 Sgr,18:00:02.2,-30:30:30.9,,,,,,0,-3,na:,,1937.4,,9.8p-21j,C00003,,1987-08,1987-08:*,,,HDE 316917,,,,,,,,,,,
V999 Sgr,18:00:05.59,-27:33:14.0,,,,,,3,-2,nb,,1910.,,8.0p-17.4B,C00002,,1987-08,1987-08,1987-09S*,,HD 163982,,,,,,,,,,,
Sgr,18:00:12.02,-30:05:15.9,,,,,,1,-3,ug:,,,,-,2004-48,,2004-48,A9999-99,,,m118.18790.4766,,,,,,,,,,,
V394 CrA,18:00:25.97,-39:00:35.1,,,,,,353,-8,nrb,,1949.22,,7.2V-18.8V,C00002,,1991-10*,1988-12*,1991-10X,*,N Sco 1949,Y,Y,,,,,Y,,,,
FL Sgr,18:00:30.2,-34:36:13.1,,,,,,357,-6,na:,,1924.,,8.3p-20j,C00003,,1987-08,1987-08:*,,,HV 4003,,,,,,,,,,,
V2301 Oph,18:00:35.58,+08:10:13.6,0.0056,5,0.0262,5,2000,35,15,am,0.07845,,,16.1V-21.V,2004-106,2004-106,1994-28,1994-05,1994-05S,1994-28,Oph1, 1H 1752+081,,Y,,Y,,,Y,,Y,
V1944 Sgr,18:00:36.9,-27:17:12.,,,,,,3,-2,n,,1960.,,13p- ,ICRS*,,1987-08,1987-08:,1987-08X:,,SVS 1397,,,,,,,,,,,
V2493 Sgr,18:00:40.93,-29:00:12.8,,,,,,,,non-cv,,,,- ,,,1996-01*,,,,,,,,,,,,,,,
Sgr,18:00:51.55,-29:56:52.0,,,,,,1,-3,ugsu,,,,18.0V-20.5V,2004-48,,2004-48,A9999-99,,,m118.19052.2032,,,,,,,,,,,
V551 Sgr,18:00:56.5,-34:35:45.,,,,,,357,-6,ugsu,,,,13.5p-20p,ICRS,,2004-24,1998-78*,2003-15S,*,HV 7095,,,,,,,,,,,
DZ Ser,18:00:58.86,-10:33:52.1,,,,,,18,6,n,,1960.,,14.0p-21p,C00002,,1987-08,1987-08*,1961-01X:,,,,,,,,,,,,,
Sgr,18:01:00.00,-28:24:18.2,,,,,,2,-3,ug,,,,17.5V-19.7V,2004-48,,2004-48,A9999-99,,,m108.19205.3394,,,,,,,,,,,
